プロット タイトル: site17_spot131_2024,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),ホスト接続 (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
4376,04/24/24 03:00:00 午後,27.579,,,,
4377,04/24/24 04:00:00 午後,27.579,,,,
4378,04/24/24 05:00:00 午後,27.579,,,,
4379,04/24/24 06:00:00 午後,27.579,,,,
4380,04/24/24 07:00:00 午後,27.554,,,,
4381,04/24/24 08:00:00 午後,27.53,,,,
4382,04/24/24 09:00:00 午後,27.259,,,,
4383,04/24/24 10:00:00 午後,27.186,,,,
4384,04/24/24 11:00:00 午後,27.112,,,,
4385,04/25/24 12:00:00 午前,27.259,,,,
4386,04/25/24 01:00:00 午前,27.259,,,,
4387,04/25/24 02:00:00 午前,27.21,,,,
4388,04/25/24 03:00:00 午前,27.407,,,,
4389,04/25/24 04:00:00 午前,27.456,,,,
4390,04/25/24 05:00:00 午前,27.456,,,,
4391,04/25/24 06:00:00 午前,27.382,,,,
4392,04/25/24 07:00:00 午前,27.407,,,,
4393,04/25/24 08:00:00 午前,27.407,,,,
4394,04/25/24 09:00:00 午前,27.481,,,,
4395,04/25/24 10:00:00 午前,27.554,,,,
4396,04/25/24 11:00:00 午前,27.431,,,,
4397,04/25/24 12:00:00 午後,27.382,,,,
4398,04/25/24 01:00:00 午後,27.456,,,,
4399,04/25/24 02:00:00 午後,27.579,,,,
4400,04/25/24 03:00:00 午後,27.628,,,,
4401,04/25/24 04:00:00 午後,27.481,,,,
4402,04/25/24 05:00:00 午後,27.53,,,,
4403,04/25/24 06:00:00 午後,27.505,,,,
4404,04/25/24 07:00:00 午後,27.505,,,,
4405,04/25/24 08:00:00 午後,27.407,,,,
4406,04/25/24 09:00:00 午後,27.407,,,,
4407,04/25/24 10:00:00 午後,27.407,,,,
4408,04/25/24 11:00:00 午後,27.456,,,,
4409,04/26/24 12:00:00 午前,27.382,,,,
4410,04/26/24 01:00:00 午前,27.407,,,,
4411,04/26/24 02:00:00 午前,27.456,,,,
4412,04/26/24 03:00:00 午前,27.456,,,,
4413,04/26/24 04:00:00 午前,27.505,,,,
4414,04/26/24 05:00:00 午前,27.284,,,,
4415,04/26/24 06:00:00 午前,27.333,,,,
4416,04/26/24 07:00:00 午前,27.382,,,,
4417,04/26/24 08:00:00 午前,27.382,,,,
4418,04/26/24 09:00:00 午前,27.407,,,,
4419,04/26/24 10:00:00 午前,27.358,,,,
4420,04/26/24 11:00:00 午前,27.456,,,,
4421,04/26/24 12:00:00 午後,27.358,,,,
4422,04/26/24 01:00:00 午後,27.259,,,,
4423,04/26/24 02:00:00 午後,27.112,,,,
4424,04/26/24 03:00:00 午後,27.259,,,,
4425,04/26/24 04:00:00 午後,27.235,,,,
4426,04/26/24 05:00:00 午後,27.161,,,,
4427,04/26/24 06:00:00 午後,27.235,,,,
4428,04/26/24 07:00:00 午後,27.21,,,,
4429,04/26/24 08:00:00 午後,27.186,,,,
4430,04/26/24 09:00:00 午後,27.186,,,,
4431,04/26/24 10:00:00 午後,27.087,,,,
4432,04/26/24 11:00:00 午後,27.136,,,,
4433,04/27/24 12:00:00 午前,27.161,,,,
4434,04/27/24 01:00:00 午前,27.112,,,,
4435,04/27/24 02:00:00 午前,27.087,,,,
4436,04/27/24 03:00:00 午前,27.112,,,,
4437,04/27/24 04:00:00 午前,27.333,,,,
4438,04/27/24 05:00:00 午前,26.646,,,,
4439,04/27/24 06:00:00 午前,26.965,,,,
4440,04/27/24 07:00:00 午前,26.891,,,,
4441,04/27/24 08:00:00 午前,27.308,,,,
4442,04/27/24 09:00:00 午前,27.186,,,,
4443,04/27/24 10:00:00 午前,27.284,,,,
4444,04/27/24 11:00:00 午前,27.333,,,,
4445,04/27/24 12:00:00 午後,27.358,,,,
4446,04/27/24 01:00:00 午後,27.014,,,,
4447,04/27/24 02:00:00 午後,27.063,,,,
4448,04/27/24 03:00:00 午後,26.989,,,,
4449,04/27/24 04:00:00 午後,27.136,,,,
4450,04/27/24 05:00:00 午後,26.671,,,,
4451,04/27/24 06:00:00 午後,26.989,,,,
4452,04/27/24 07:00:00 午後,26.94,,,,
4453,04/27/24 08:00:00 午後,26.769,,,,
4454,04/27/24 09:00:00 午後,26.818,,,,
4455,04/27/24 10:00:00 午後,26.867,,,,
4456,04/27/24 11:00:00 午後,26.744,,,,
4457,04/28/24 12:00:00 午前,26.5,,,,
4458,04/28/24 01:00:00 午前,26.695,,,,
4459,04/28/24 02:00:00 午前,26.72,,,,
4460,04/28/24 03:00:00 午前,26.989,,,,
4461,04/28/24 04:00:00 午前,27.136,,,,
4462,04/28/24 05:00:00 午前,27.038,,,,
4463,04/28/24 06:00:00 午前,27.21,,,,
4464,04/28/24 07:00:00 午前,27.186,,,,
4465,04/28/24 08:00:00 午前,27.063,,,,
4466,04/28/24 09:00:00 午前,27.038,,,,
4467,04/28/24 10:00:00 午前,27.087,,,,
4468,04/28/24 11:00:00 午前,27.284,,,,
4469,04/28/24 12:00:00 午後,27.308,,,,
4470,04/28/24 01:00:00 午後,27.456,,,,
4471,04/28/24 02:00:00 午後,27.481,,,,
4472,04/28/24 03:00:00 午後,27.604,,,,
4473,04/28/24 04:00:00 午後,27.604,,,,
4474,04/28/24 05:00:00 午後,27.604,,,,
4475,04/28/24 06:00:00 午後,27.727,,,,
4476,04/28/24 07:00:00 午後,27.677,,,,
4477,04/28/24 08:00:00 午後,27.554,,,,
4478,04/28/24 09:00:00 午後,27.53,,,,
4479,04/28/24 10:00:00 午後,27.481,,,,
4480,04/28/24 11:00:00 午後,27.284,,,,
4481,04/29/24 12:00:00 午前,27.235,,,,
4482,04/29/24 01:00:00 午前,27.358,,,,
4483,04/29/24 02:00:00 午前,27.333,,,,
4484,04/29/24 03:00:00 午前,27.259,,,,
4485,04/29/24 04:00:00 午前,27.284,,,,
4486,04/29/24 05:00:00 午前,27.087,,,,
4487,04/29/24 06:00:00 午前,27.038,,,,
4488,04/29/24 07:00:00 午前,27.063,,,,
4489,04/29/24 08:00:00 午前,27.21,,,,
4490,04/29/24 09:00:00 午前,27.235,,,,
4491,04/29/24 10:00:00 午前,27.431,,,,
4492,04/29/24 11:00:00 午前,27.628,,,,
4493,04/29/24 12:00:00 午後,27.653,,,,
4494,04/29/24 01:00:00 午後,27.751,,,,
4495,04/29/24 02:00:00 午後,27.751,,,,
4496,04/29/24 03:00:00 午後,27.776,,,,
4497,04/29/24 04:00:00 午後,27.579,,,,
4498,04/29/24 05:00:00 午後,27.899,,,,
4499,04/29/24 06:00:00 午後,27.924,,,,
4500,04/29/24 07:00:00 午後,27.776,,,,
4501,04/29/24 08:00:00 午後,27.974,,,,
4502,04/29/24 09:00:00 午後,27.974,,,,
4503,04/29/24 10:00:00 午後,27.949,,,,
4504,04/29/24 11:00:00 午後,27.825,,,,
4505,04/30/24 12:00:00 午前,27.727,,,,
4506,04/30/24 01:00:00 午前,27.579,,,,
4507,04/30/24 02:00:00 午前,27.407,,,,
4508,04/30/24 03:00:00 午前,27.259,,,,
4509,04/30/24 04:00:00 午前,27.382,,,,
4510,04/30/24 05:00:00 午前,27.407,,,,
4511,04/30/24 06:00:00 午前,27.407,,,,
4512,04/30/24 07:00:00 午前,27.235,,,,
4513,04/30/24 08:00:00 午前,27.407,,,,
4514,04/30/24 09:00:00 午前,27.53,,,,
4515,04/30/24 10:00:00 午前,27.604,,,,
4516,04/30/24 11:00:00 午前,27.801,,,,
4517,04/30/24 12:00:00 午後,27.677,,,,
4518,04/30/24 01:00:00 午後,27.702,,,,
4519,04/30/24 02:00:00 午後,27.653,,,,
4520,04/30/24 03:00:00 午後,27.653,,,,
4521,04/30/24 04:00:00 午後,27.358,,,,
4522,04/30/24 05:00:00 午後,27.677,,,,
4523,04/30/24 06:00:00 午後,27.628,,,,
4524,04/30/24 07:00:00 午後,27.751,,,,
4525,04/30/24 08:00:00 午後,27.727,,,,
4526,04/30/24 09:00:00 午後,27.776,,,,
4527,04/30/24 10:00:00 午後,27.825,,,,
4528,04/30/24 11:00:00 午後,27.727,,,,
4529,05/01/24 12:00:00 午前,27.727,,,,
4530,05/01/24 01:00:00 午前,27.481,,,,
4531,05/01/24 02:00:00 午前,27.481,,,,
4532,05/01/24 03:00:00 午前,27.481,,,,
4533,05/01/24 04:00:00 午前,27.653,,,,
4534,05/01/24 05:00:00 午前,27.653,,,,
4535,05/01/24 06:00:00 午前,27.505,,,,
4536,05/01/24 07:00:00 午前,27.653,,,,
4537,05/01/24 08:00:00 午前,27.653,,,,
4538,05/01/24 09:00:00 午前,27.677,,,,
4539,05/01/24 10:00:00 午前,27.604,,,,
4540,05/01/24 11:00:00 午前,27.653,,,,
4541,05/01/24 12:00:00 午後,27.702,,,,
4542,05/01/24 01:00:00 午後,27.727,,,,
4543,05/01/24 02:00:00 午後,27.751,,,,
4544,05/01/24 03:00:00 午後,27.751,,,,
4545,05/01/24 04:00:00 午後,27.677,,,,
4546,05/01/24 05:00:00 午後,27.21,,,,
4547,05/01/24 06:00:00 午後,26.842,,,,
4548,05/01/24 07:00:00 午後,26.769,,,,
4549,05/01/24 08:00:00 午後,26.916,,,,
4550,05/01/24 09:00:00 午後,27.014,,,,
4551,05/01/24 10:00:00 午後,26.965,,,,
4552,05/01/24 11:00:00 午後,26.867,,,,
4553,05/02/24 12:00:00 午前,26.622,,,,
4554,05/02/24 01:00:00 午前,26.573,,,,
4555,05/02/24 02:00:00 午前,26.475,,,,
4556,05/02/24 03:00:00 午前,26.378,,,,
4557,05/02/24 04:00:00 午前,26.5,,,,
4558,05/02/24 05:00:00 午前,26.793,,,,
4559,05/02/24 06:00:00 午前,27.186,,,,
4560,05/02/24 07:00:00 午前,27.235,,,,
4561,05/02/24 08:00:00 午前,27.235,,,,
4562,05/02/24 09:00:00 午前,27.186,,,,
4563,05/02/24 10:00:00 午前,27.235,,,,
4564,05/02/24 11:00:00 午前,27.333,,,,
4565,05/02/24 12:00:00 午後,27.284,,,,
4566,05/02/24 01:00:00 午後,27.235,,,,
4567,05/02/24 02:00:00 午後,27.259,,,,
4568,05/02/24 03:00:00 午後,27.284,,,,
4569,05/02/24 04:00:00 午後,27.308,,,,
4570,05/02/24 05:00:00 午後,27.284,,,,
4571,05/02/24 06:00:00 午後,27.186,,,,
4572,05/02/24 07:00:00 午後,27.186,,,,
4573,05/02/24 08:00:00 午後,27.161,,,,
4574,05/02/24 09:00:00 午後,27.21,,,,
4575,05/02/24 10:00:00 午後,26.989,,,,
4576,05/02/24 11:00:00 午後,27.063,,,,
4577,05/03/24 12:00:00 午前,27.112,,,,
4578,05/03/24 01:00:00 午前,27.112,,,,
4579,05/03/24 02:00:00 午前,27.112,,,,
4580,05/03/24 03:00:00 午前,27.21,,,,
4581,05/03/24 04:00:00 午前,27.087,,,,
4582,05/03/24 05:00:00 午前,27.087,,,,
4583,05/03/24 06:00:00 午前,27.161,,,,
4584,05/03/24 07:00:00 午前,27.333,,,,
4585,05/03/24 08:00:00 午前,27.505,,,,
4586,05/03/24 09:00:00 午前,27.653,,,,
4587,05/03/24 10:00:00 午前,27.505,,,,
4588,05/03/24 11:00:00 午前,27.776,,,,
4589,05/03/24 12:00:00 午後,27.85,,,,
4590,05/03/24 01:00:00 午後,27.899,,,,
4591,05/03/24 02:00:00 午後,27.899,,,,
4592,05/03/24 03:00:00 午後,27.825,,,,
4593,05/03/24 04:00:00 午後,27.998,,,,
4594,05/03/24 05:00:00 午後,27.899,,,,
4595,05/03/24 06:00:00 午後,27.825,,,,
4596,05/03/24 07:00:00 午後,27.776,,,,
4597,05/03/24 08:00:00 午後,27.776,,,,
4598,05/03/24 09:00:00 午後,27.776,,,,
4599,05/03/24 10:00:00 午後,27.751,,,,
4600,05/03/24 11:00:00 午後,27.751,,,,
4601,05/04/24 12:00:00 午前,27.751,,,,
4602,05/04/24 01:00:00 午前,27.751,,,,
4603,05/04/24 02:00:00 午前,27.727,,,,
4604,05/04/24 03:00:00 午前,27.727,,,,
4605,05/04/24 04:00:00 午前,27.727,,,,
4606,05/04/24 05:00:00 午前,27.653,,,,
4607,05/04/24 06:00:00 午前,27.653,,,,
4608,05/04/24 07:00:00 午前,27.702,,,,
4609,05/04/24 08:00:00 午前,27.727,,,,
4610,05/04/24 09:00:00 午前,27.776,,,,
4611,05/04/24 10:00:00 午前,27.825,,,,
4612,05/04/24 11:00:00 午前,27.727,,,,
4613,05/04/24 12:00:00 午後,27.751,,,,
4614,05/04/24 01:00:00 午後,27.825,,,,
4615,05/04/24 02:00:00 午後,27.85,,,,
4616,05/04/24 03:00:00 午後,27.825,,,,
4617,05/04/24 04:00:00 午後,27.85,,,,
4618,05/04/24 05:00:00 午後,27.825,,,,
4619,05/04/24 06:00:00 午後,27.85,,,,
4620,05/04/24 07:00:00 午後,27.825,,,,
4621,05/04/24 08:00:00 午後,27.825,,,,
4622,05/04/24 09:00:00 午後,27.801,,,,
4623,05/04/24 10:00:00 午後,27.801,,,,
4624,05/04/24 11:00:00 午後,27.776,,,,
4625,05/05/24 12:00:00 午前,27.751,,,,
4626,05/05/24 01:00:00 午前,27.727,,,,
4627,05/05/24 02:00:00 午前,27.727,,,,
4628,05/05/24 03:00:00 午前,27.702,,,,
4629,05/05/24 04:00:00 午前,27.653,,,,
4630,05/05/24 05:00:00 午前,27.604,,,,
4631,05/05/24 06:00:00 午前,27.604,,,,
4632,05/05/24 07:00:00 午前,27.628,,,,
4633,05/05/24 08:00:00 午前,27.677,,,,
4634,05/05/24 09:00:00 午前,27.751,,,,
4635,05/05/24 10:00:00 午前,27.702,,,,
4636,05/05/24 11:00:00 午前,27.628,,,,
4637,05/05/24 12:00:00 午後,27.776,,,,
4638,05/05/24 01:00:00 午後,27.825,,,,
4639,05/05/24 02:00:00 午後,27.801,,,,
4640,05/05/24 03:00:00 午後,27.924,,,,
4641,05/05/24 04:00:00 午後,27.801,,,,
4642,05/05/24 05:00:00 午後,27.875,,,,
4643,05/05/24 06:00:00 午後,27.579,,,,
4644,05/05/24 07:00:00 午後,27.628,,,,
4645,05/05/24 08:00:00 午後,27.456,,,,
4646,05/05/24 09:00:00 午後,27.431,,,,
4647,05/05/24 10:00:00 午後,27.481,,,,
4648,05/05/24 11:00:00 午後,27.628,,,,
4649,05/06/24 12:00:00 午前,27.579,,,,
4650,05/06/24 01:00:00 午前,27.85,,,,
4651,05/06/24 02:00:00 午前,27.825,,,,
4652,05/06/24 03:00:00 午前,27.53,,,,
4653,05/06/24 04:00:00 午前,27.751,,,,
4654,05/06/24 05:00:00 午前,27.677,,,,
4655,05/06/24 06:00:00 午前,27.702,,,,
4656,05/06/24 07:00:00 午前,27.407,,,,
4657,05/06/24 08:00:00 午前,26.818,,,,
4658,05/06/24 09:00:00 午前,26.891,,,,
4659,05/06/24 10:00:00 午前,27.382,,,,
4660,05/06/24 11:00:00 午前,27.456,,,,
4661,05/06/24 12:00:00 午後,27.579,,,,
4662,05/06/24 01:00:00 午後,27.702,,,,
4663,05/06/24 02:00:00 午後,27.776,,,,
4664,05/06/24 03:00:00 午後,27.949,,,,
4665,05/06/24 04:00:00 午後,28.023,,,,
4666,05/06/24 05:00:00 午後,28.023,,,,
4667,05/06/24 06:00:00 午後,27.998,,,,
4668,05/06/24 07:00:00 午後,27.677,,,,
4669,05/06/24 08:00:00 午後,27.899,,,,
4670,05/06/24 09:00:00 午後,27.924,,,,
4671,05/06/24 10:00:00 午後,27.924,,,,
4672,05/06/24 11:00:00 午後,27.875,,,,
4673,05/07/24 12:00:00 午前,27.875,,,,
4674,05/07/24 01:00:00 午前,27.751,,,,
4675,05/07/24 02:00:00 午前,27.825,,,,
4676,05/07/24 03:00:00 午前,27.776,,,,
4677,05/07/24 04:00:00 午前,27.751,,,,
4678,05/07/24 05:00:00 午前,27.653,,,,
4679,05/07/24 06:00:00 午前,27.653,,,,
4680,05/07/24 07:00:00 午前,27.53,,,,
4681,05/07/24 08:00:00 午前,27.579,,,,
4682,05/07/24 09:00:00 午前,27.53,,,,
4683,05/07/24 10:00:00 午前,27.677,,,,
4684,05/07/24 11:00:00 午前,27.53,,,,
4685,05/07/24 12:00:00 午後,27.579,,,,
4686,05/07/24 01:00:00 午後,27.481,,,,
4687,05/07/24 02:00:00 午後,27.358,,,,
4688,05/07/24 03:00:00 午後,27.382,,,,
4689,05/07/24 04:00:00 午後,27.554,,,,
4690,05/07/24 05:00:00 午後,27.358,,,,
4691,05/07/24 06:00:00 午後,27.259,,,,
4692,05/07/24 07:00:00 午後,27.407,,,,
4693,05/07/24 08:00:00 午後,26.72,,,,
4694,05/07/24 09:00:00 午後,27.161,,,,
4695,05/07/24 10:00:00 午後,27.235,,,,
4696,05/07/24 11:00:00 午後,27.505,,,,
4697,05/08/24 12:00:00 午前,27.333,,,,
4698,05/08/24 01:00:00 午前,27.333,,,,
4699,05/08/24 02:00:00 午前,27.333,,,,
4700,05/08/24 03:00:00 午前,27.604,,,,
4701,05/08/24 04:00:00 午前,27.333,,,,
4702,05/08/24 05:00:00 午前,27.358,,,,
4703,05/08/24 06:00:00 午前,27.235,,,,
4704,05/08/24 07:00:00 午前,27.087,,,,
4705,05/08/24 08:00:00 午前,25.089,,,,
4706,05/08/24 09:00:00 午前,25.38,,,,
4707,05/08/24 10:00:00 午前,27.014,,,,
4708,05/08/24 11:00:00 午前,27.112,,,,
4709,05/08/24 12:00:00 午後,27.284,,,,
4710,05/08/24 01:00:00 午後,27.112,,,,
4711,05/08/24 02:00:00 午後,27.382,,,,
4712,05/08/24 03:00:00 午後,27.21,,,,
4713,05/08/24 04:00:00 午後,26.842,,,,
4714,05/08/24 05:00:00 午後,27.014,,,,
4715,05/08/24 06:00:00 午後,26.72,,,,
4716,05/08/24 07:00:00 午後,26.109,,,,
4717,05/08/24 08:00:00 午後,26.5,,,,
4718,05/08/24 09:00:00 午後,26.549,,,,
4719,05/08/24 10:00:00 午後,26.695,,,,
4720,05/08/24 11:00:00 午後,26.989,,,,
4721,05/09/24 12:00:00 午前,26.989,,,,
4722,05/09/24 01:00:00 午前,26.94,,,,
4723,05/09/24 02:00:00 午前,26.965,,,,
4724,05/09/24 03:00:00 午前,27.014,,,,
4725,05/09/24 04:00:00 午前,26.965,,,,
4726,05/09/24 05:00:00 午前,26.916,,,,
4727,05/09/24 06:00:00 午前,27.136,,,,
4728,05/09/24 07:00:00 午前,26.989,,,,
4729,05/09/24 08:00:00 午前,26.989,,,,
4730,05/09/24 09:00:00 午前,26.989,,,,
4731,05/09/24 10:00:00 午前,27.014,,,,
4732,05/09/24 11:00:00 午前,26.867,,,,
4733,05/09/24 12:00:00 午後,26.94,,,,
4734,05/09/24 01:00:00 午後,26.891,,,,
4735,05/09/24 02:00:00 午後,27.284,,,,
4736,05/09/24 03:00:00 午後,27.259,,,,
4737,05/09/24 04:00:00 午後,27.308,,,,
4738,05/09/24 05:00:00 午後,27.136,,,,
4739,05/09/24 06:00:00 午後,26.671,,,,
4740,05/09/24 07:00:00 午後,26.916,,,,
4741,05/09/24 08:00:00 午後,26.769,,,,
4742,05/09/24 09:00:00 午後,26.646,,,,
4743,05/09/24 10:00:00 午後,26.695,,,,
4744,05/09/24 11:00:00 午後,26.793,,,,
4745,05/10/24 12:00:00 午前,26.744,,,,
4746,05/10/24 01:00:00 午前,26.598,,,,
4747,05/10/24 02:00:00 午前,27.161,,,,
4748,05/10/24 03:00:00 午前,27.186,,,,
4749,05/10/24 04:00:00 午前,26.891,,,,
4750,05/10/24 05:00:00 午前,26.671,,,,
4751,05/10/24 06:00:00 午前,26.695,,,,
4752,05/10/24 07:00:00 午前,26.695,,,,
4753,05/10/24 08:00:00 午前,26.744,,,,
4754,05/10/24 09:00:00 午前,26.646,,,,
4755,05/10/24 10:00:00 午前,27.038,,,,
4756,05/10/24 11:00:00 午前,27.284,,,,
4757,05/10/24 12:00:00 午後,27.431,,,,
4758,05/10/24 01:00:00 午後,27.554,,,,
4759,05/10/24 02:00:00 午後,27.505,,,,
4760,05/10/24 03:00:00 午後,27.702,,,,
4761,05/10/24 04:00:00 午後,27.85,,,,
4762,05/10/24 05:00:00 午後,27.776,,,,
4763,05/10/24 06:00:00 午後,27.751,,,,
4764,05/10/24 07:00:00 午後,27.776,,,,
4765,05/10/24 08:00:00 午後,27.308,,,,
4766,05/10/24 09:00:00 午後,26.695,,,,
4767,05/10/24 10:00:00 午後,27.038,,,,
4768,05/10/24 11:00:00 午後,26.695,,,,
4769,05/11/24 12:00:00 午前,26.744,,,,
4770,05/11/24 01:00:00 午前,26.818,,,,
4771,05/11/24 02:00:00 午前,26.818,,,,
4772,05/11/24 03:00:00 午前,26.891,,,,
4773,05/11/24 04:00:00 午前,27.087,,,,
4774,05/11/24 05:00:00 午前,27.087,,,,
4775,05/11/24 06:00:00 午前,26.793,,,,
4776,05/11/24 07:00:00 午前,26.72,,,,
4777,05/11/24 08:00:00 午前,26.744,,,,
4778,05/11/24 09:00:00 午前,26.549,,,,
4779,05/11/24 10:00:00 午前,26.916,,,,
4780,05/11/24 11:00:00 午前,26.965,,,,
4781,05/11/24 12:00:00 午後,27.112,,,,
4782,05/11/24 01:00:00 午後,27.481,,,,
4783,05/11/24 02:00:00 午後,27.924,,,,
4784,05/11/24 03:00:00 午後,28.345,,,,
4785,05/11/24 04:00:00 午後,28.147,,,,
4786,05/11/24 05:00:00 午後,27.998,,,,
4787,05/11/24 06:00:00 午後,28.245,,,,
4788,05/11/24 07:00:00 午後,28.171,,,,
4789,05/11/24 08:00:00 午後,28.295,,,,
4790,05/11/24 09:00:00 午後,28.171,,,,
4791,05/11/24 10:00:00 午後,28.122,,,,
4792,05/11/24 11:00:00 午後,28.122,,,,
4793,05/12/24 12:00:00 午前,28.072,,,,
4794,05/12/24 01:00:00 午前,28.32,,,,
4795,05/12/24 02:00:00 午前,28.023,,,,
4796,05/12/24 03:00:00 午前,26.891,,,,
4797,05/12/24 04:00:00 午前,26.524,,,,
4798,05/12/24 05:00:00 午前,26.353,,,,
4799,05/12/24 06:00:00 午前,26.109,,,,
4800,05/12/24 07:00:00 午前,26.916,,,,
4801,05/12/24 08:00:00 午前,26.72,,,,
4802,05/12/24 09:00:00 午前,27.554,,,,
4803,05/12/24 10:00:00 午前,27.554,,,,
4804,05/12/24 11:00:00 午前,27.358,,,,
4805,05/12/24 12:00:00 午後,28.27,,,,
4806,05/12/24 01:00:00 午後,28.32,,,,
4807,05/12/24 02:00:00 午後,28.295,,,,
4808,05/12/24 03:00:00 午後,28.345,,,,
4809,05/12/24 04:00:00 午後,28.295,,,,
4810,05/12/24 05:00:00 午後,27.554,,,,
4811,05/12/24 06:00:00 午後,27.014,,,,
4812,05/12/24 07:00:00 午後,27.604,,,,
4813,05/12/24 08:00:00 午後,27.85,,,,
4814,05/12/24 09:00:00 午後,28.048,,,,
4815,05/12/24 10:00:00 午後,28.122,,,,
4816,05/12/24 11:00:00 午後,28.048,,,,
4817,05/13/24 12:00:00 午前,28.072,,,,
4818,05/13/24 01:00:00 午前,28.072,,,,
4819,05/13/24 02:00:00 午前,28.023,,,,
4820,05/13/24 03:00:00 午前,27.998,,,,
4821,05/13/24 04:00:00 午前,27.924,,,,
4822,05/13/24 05:00:00 午前,27.825,,,,
4823,05/13/24 06:00:00 午前,27.776,,,,
4824,05/13/24 07:00:00 午前,27.801,,,,
4825,05/13/24 08:00:00 午前,27.801,,,,
4826,05/13/24 09:00:00 午前,27.751,,,,
4827,05/13/24 10:00:00 午前,27.751,,,,
4828,05/13/24 11:00:00 午前,27.702,,,,
4829,05/13/24 12:00:00 午後,27.653,,,,
4830,05/13/24 01:00:00 午後,27.579,,,,
4831,05/13/24 02:00:00 午後,27.505,,,,
4832,05/13/24 03:00:00 午後,27.481,,,,
4833,05/13/24 04:00:00 午後,27.382,,,,
4834,05/13/24 05:00:00 午後,27.382,,,,
4835,05/13/24 06:00:00 午後,27.308,,,,
4836,05/13/24 07:00:00 午後,27.284,,,,
4837,05/13/24 08:00:00 午後,27.259,,,,
4838,05/13/24 09:00:00 午後,27.235,,,,
4839,05/13/24 10:00:00 午後,27.186,,,,
4840,05/13/24 11:00:00 午後,27.136,,,,
4841,05/14/24 12:00:00 午前,27.063,,,,
4842,05/14/24 01:00:00 午前,26.842,,,,
4843,05/14/24 02:00:00 午前,26.744,,,,
4844,05/14/24 03:00:00 午前,26.842,,,,
4845,05/14/24 04:00:00 午前,26.94,,,,
4846,05/14/24 05:00:00 午前,26.989,,,,
4847,05/14/24 06:00:00 午前,27.112,,,,
4848,05/14/24 07:00:00 午前,27.112,,,,
4849,05/14/24 08:00:00 午前,27.087,,,,
4850,05/14/24 09:00:00 午前,27.063,,,,
4851,05/14/24 10:00:00 午前,27.038,,,,
4852,05/14/24 11:00:00 午前,27.038,,,,
4853,05/14/24 12:00:00 午後,27.038,,,,
4854,05/14/24 01:00:00 午後,27.038,,,,
4855,05/14/24 02:00:00 午後,27.087,,,,
4856,05/14/24 03:00:00 午後,27.136,,,,
4857,05/14/24 04:00:00 午後,27.161,,,,
4858,05/14/24 05:00:00 午後,27.259,,,,
4859,05/14/24 06:00:00 午後,27.235,,,,
4860,05/14/24 07:00:00 午後,27.186,,,,
4861,05/14/24 08:00:00 午後,27.161,,,,
4862,05/14/24 09:00:00 午後,27.161,,,,
4863,05/14/24 10:00:00 午後,27.161,,,,
4864,05/14/24 11:00:00 午後,26.965,,,,
4865,05/15/24 12:00:00 午前,26.671,,,,
4866,05/15/24 01:00:00 午前,27.014,,,,
4867,05/15/24 02:00:00 午前,26.94,,,,
4868,05/15/24 03:00:00 午前,27.038,,,,
4869,05/15/24 04:00:00 午前,27.063,,,,
4870,05/15/24 05:00:00 午前,27.063,,,,
4871,05/15/24 06:00:00 午前,27.014,,,,
4872,05/15/24 07:00:00 午前,26.867,,,,
4873,05/15/24 08:00:00 午前,26.891,,,,
4874,05/15/24 09:00:00 午前,26.989,,,,
4875,05/15/24 10:00:00 午前,27.087,,,,
4876,05/15/24 11:00:00 午前,27.161,,,,
4877,05/15/24 12:00:00 午後,27.186,,,,
4878,05/15/24 01:00:00 午後,27.136,,,,
4879,05/15/24 02:00:00 午後,27.21,,,,
4880,05/15/24 03:00:00 午後,27.038,,,,
4881,05/15/24 04:00:00 午後,27.186,,,,
4882,05/15/24 05:00:00 午後,27.136,,,,
4883,05/15/24 06:00:00 午後,27.038,,,,
4884,05/15/24 07:00:00 午後,27.136,,,,
4885,05/15/24 08:00:00 午後,27.21,,,,
4886,05/15/24 09:00:00 午後,27.112,,,,
4887,05/15/24 10:00:00 午後,27.136,,,,
4888,05/15/24 11:00:00 午後,27.161,,,,
4889,05/16/24 12:00:00 午前,27.161,,,,
4890,05/16/24 01:00:00 午前,27.087,,,,
4891,05/16/24 02:00:00 午前,27.063,,,,
4892,05/16/24 03:00:00 午前,26.965,,,,
4893,05/16/24 04:00:00 午前,26.916,,,,
4894,05/16/24 05:00:00 午前,26.842,,,,
4895,05/16/24 06:00:00 午前,26.793,,,,
4896,05/16/24 07:00:00 午前,26.72,,,,
4897,05/16/24 08:00:00 午前,26.695,,,,
4898,05/16/24 09:00:00 午前,26.695,,,,
4899,05/16/24 10:00:00 午前,26.72,,,,
4900,05/16/24 11:00:00 午前,26.842,,,,
4901,05/16/24 12:00:00 午後,26.916,,,,
4902,05/16/24 01:00:00 午後,26.94,,,,
4903,05/16/24 02:00:00 午後,26.94,,,,
4904,05/16/24 03:00:00 午後,26.965,,,,
4905,05/16/24 04:00:00 午後,26.916,,,,
4906,05/16/24 05:00:00 午後,27.014,,,,
4907,05/16/24 06:00:00 午後,27.087,,,,
